Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,SolveTimeMs,GenerationTimeMs
504,289,9,6,4,2,3,2,8,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,70438,4802.73,6,6,0,42144.53,157,0,47255.86,10.74
505,289,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5867.19,4,0,6184.57,10.74
506,290,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,12.70,1,0,1,6845.70,4,0,7158.20,10.74
507,291,4,3,2,1,2,3,6,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,128,12.70,1,1,0,16211.91,118,0,16529.30,9.77
508,291,5,4,4,0,0,3,7,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,257000,8007.81,0,0,0,7396.48,74,0,15712.89,11.72
509,291,6,5,4,1,2,3,8,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,437600,8002.93,0,0,0,21138.67,218,0,29443.36,11.72
510,291,7,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,277000,8005.86,0,0,0,9800.78,101,0,18118.16,11.72
511,291,8,6,2,4,4,3,9,16,16,0.0234,0.8000,0.6667,0.3851,0,Sweep,290000,8011.72,0,0,0,10594.73,108,0,18907.23,10.74
512,291,9,7,5,2,3,3,10,16,16,0.0273,0.5000,0.2857,0.2208,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
513,292,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,309.57,9.77
514,293,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,12.70,1,1,0,6034.18,4,0,6346.68,9.77
515,294,4,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,5,13.67,1,0,1,7264.65,4,0,7582.03,10.74
516,295,5,4,3,1,2,4,8,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,338800,8001.95,0,0,0,14326.17,146,0,22640.63,11.72
517,295,6,4,3,1,1,4,8,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,79,13.67,1,1,0,5993.16,5,0,6317.38,11.72
518,296,7,5,3,2,3,4,9,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,295600,8004.88,0,0,0,11047.85,115,0,19352.54,10.74
519,296,8,7,4,3,4,4,11,16,16,0.0273,0.6667,0.4286,0.2994,1,Sweep-S1,26,37.11,1,0,1,8823.24,17,0,9163.09,10.74
520,297,9,7,7,0,0,4,11,16,16,0.0273,0.0000,0.0000,0.0137,1,Sweep-S1,69,39.06,1,0,1,7508.79,4,0,7849.61,11.72
521,298,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,16.60,1,1,0,5625.98,4,0,5950.20,10.74
522,299,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,7304.69,0,0,7935.55,10.74
523,300,4,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,37,11.72,1,1,0,9723.63,36,0,10039.06,11.72
524,301,5,4,2,2,2,0,4,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,790,54.69,2,2,0,22980.47,140,0,23339.84,9.77
525,301,6,5,4,1,1,0,5,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,1185,70.31,3,3,0,24508.79,88,0,24881.84,10.74
526,301,7,5,3,2,2,0,5,16,16,0.0195,0.5000,0.4000,0.2398,1,1B,1,12.70,1,0,1,6349.61,0,0,6971.68,10.74
527,302,8,7,6,1,2,0,7,16,16,0.0273,0.3333,0.1429,0.1422,0,Sweep,263200,8005.86,0,0,0,8634.77,90,0,16942.38,10.74
528,302,9,8,3,5,4,0,8,16,16,0.0313,0.5714,0.6250,0.3121,0,Sweep,33450,2340.82,5,5,0,42668.95,161,0,45317.38,11.72
529,302,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
530,303,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,7298.83,0,0,7927.73,10.74
531,304,4,3,2,1,2,1,4,16,16,0.0117,1.0000,0.3333,0.3725,1,1B,4105,297.85,1,0,1,5803.71,0,0,6720.70,10.74
532,305,5,4,2,2,3,1,5,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,1279,85.94,3,3,0,28733.40,117,0,29128.91,10.74
533,305,6,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,13.67,1,0,1,8773.44,4,0,9090.82,10.74
534,306,7,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,1,1B,1,13.67,1,0,1,8716.80,0,0,9332.03,10.74
535,307,8,7,5,2,2,1,8,16,16,0.0273,0.3333,0.2857,0.1708,1,Sweep-S1,148800,8008.79,0,0,0,922.85,8,0,9237.31,11.72
536,308,9,6,3,3,4,1,7,16,16,0.0234,0.8000,0.5000,0.3517,1,Sweep-S1,5,13.67,1,0,1,6520.51,4,0,6836.91,9.77
537,309,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,6126.95,4,0,6449.22,8.79
538,310,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,12.70,1,1,0,6246.09,18,0,6563.48,10.74
539,311,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,23,29.30,5,5,0,23263.67,12,0,23595.70,10.74
540,312,5,4,3,1,1,2,6,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,529,41.99,3,3,0,17372.07,6,0,17720.70,9.77
541,313,6,4,2,2,1,2,6,16,16,0.0156,0.3333,0.5000,0.2078,1,1B,1,11.72,1,0,1,6083.01,0,0,6705.08,10.74
542,314,7,6,3,3,5,2,8,16,16,0.0234,1.0000,0.5000,0.4117,0,Sweep,259800,8007.81,0,0,0,8586.91,89,0,16903.32,8.79
543,314,8,3,3,0,0,2,5,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,78,25.39,4,4,0,21864.26,12,0,22199.22,10.74
544,315,9,6,2,4,1,2,8,16,16,0.0234,0.2000,0.6667,0.2051,0,Sweep,4307,302.73,3,3,0,26184.57,137,0,26798.83,11.72
545,315,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,2,2,0,9831.06,4,0,10144.53,10.74
546,316,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,13.67,1,0,1,7199.22,0,0,7828.13,10.74
547,317,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,1B,1,12.70,1,0,1,7294.92,0,0,7921.88,9.77
548,318,5,4,1,3,2,3,7,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,4307,282.23,4,4,0,29683.59,121,0,30268.55,10.74
549,318,6,4,2,2,1,3,7,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,4721,328.13,6,6,0,39328.13,104,0,39956.05,10.74
550,318,7,5,3,2,3,3,8,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,798,20777.34,1,0,1,12618.16,93,1,33702.15,10.74
551,318,8,7,1,6,1,3,10,16,16,0.0273,0.1667,0.8571,0.2351,0,Sweep,291000,8010.74,0,0,0,9601.56,97,0,17916.99,11.72
552,318,9,5,2,3,2,3,8,16,16,0.0195,0.5000,0.6000,0.2798,0,Sweep,800,20848.63,1,0,1,12933.59,95,1,34084.96,11.72
553,318,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,11.72
554,319,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.41,4,4,0,17672.85,12,0,17998.05,10.74
555,320,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,786,10828.13,1,0,1,7674.81,81,1,18814.45,11.72
556,320,5,4,3,1,1,4,8,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,309400,8007.81,0,0,0,11791.99,123,0,20106.45,11.72
557,320,6,5,4,1,1,4,9,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,199,26.37,8,8,0,55497.07,132,0,55834.96,11.72
558,320,7,4,2,2,1,4,8,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,794,19965.82,1,0,1,12057.62,89,1,32331.05,11.72
559,320,8,6,4,2,4,4,10,16,16,0.0234,0.8000,0.3333,0.3184,1,Sweep-S1,199600,8006.84,0,0,0,5081.06,48,0,13387.70,10.74
560,321,9,4,1,3,1,4,8,16,16,0.0156,0.3333,0.7500,0.2578,1,Sweep-S1,6,12.70,1,0,1,9122.07,5,0,9445.31,10.74
561,322,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,10.74,1,1,0,5627.93,4,0,5948.24,10.74
562,323,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,7532.23,0,0,8147.46,8.79
563,324,4,3,2,1,2,0,3,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,793,8514.65,1,0,1,8520.51,88,1,17346.68,9.77
564,324,5,4,1,3,1,0,4,16,16,0.0156,0.3333,0.7500,0.2578,1,Sweep-S1,6,11.72,1,0,1,8382.81,5,0,8704.10,10.74
565,325,6,5,3,2,3,0,5,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,4722,329.10,3,3,0,21956.05,96,0,22596.68,9.77
566,325,7,6,1,5,1,0,6,16,16,0.0234,0.2000,0.8333,0.2384,0,Sweep,243600,8008.79,0,0,0,7021.48,73,0,15339.84,10.74
567,325,8,7,5,2,3,0,7,16,16,0.0273,0.5000,0.2857,0.2208,0,Sweep,70355,5191.41,4,4,0,32206.05,137,0,37703.13,12.70
568,325,9,6,2,4,4,0,6,16,16,0.0234,0.8000,0.6667,0.3851,0,Sweep,38140,2714.84,4,4,0,36085.94,186,0,39113.28,10.74
569,325,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,10.74
570,326,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,521,58.59,1,0,1,5372.07,0,0,6041.02,8.79
571,327,4,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,1,1B,1,13.67,1,0,1,8937.50,0,0,9569.34,10.74
572,328,5,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,599,39.06,2,2,0,10860.35,13,0,11199.22,12.70
573,329,6,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,788,10648.44,1,0,1,7902.34,83,1,18856.45,12.70
574,329,7,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,1,1B,1,11.72,1,0,1,4637.70,0,0,5254.88,9.77
575,330,8,7,3,4,1,1,8,16,16,0.0273,0.1667,0.5714,0.1780,0,Sweep,32890,2294.92,5,5,0,30354.49,112,0,32953.13,10.74
576,330,9,8,6,2,3,1,9,16,16,0.0313,0.4286,0.2500,0.1942,1,1B,1,13.67,1,0,1,5600.59,0,0,6225.59,10.74
577,331,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,9.77
578,332,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,12.70,1,1,0,6286.13,4,0,6604.49,10.74
579,333,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,636,78.13,3,3,0,27513.67,114,0,27906.25,10.74
580,333,5,4,2,2,1,2,6,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,1207,81.05,3,3,0,26529.30,100,0,26915.04,10.74
581,333,6,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,398800,8002.93,0,0,0,18250.98,190,0,26557.62,10.74
582,333,7,6,5,1,1,2,8,16,16,0.0234,0.2000,0.1667,0.1051,1,Sweep-S1,25,14.65,1,0,1,10294.92,24,0,10618.16,10.74
583,334,8,7,3,4,2,2,9,16,16,0.0273,0.3333,0.5714,0.2280,0,Sweep,268400,8003.91,0,0,0,8674.81,90,0,16982.42,10.74
584,334,9,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,1,1B,1,13.67,1,0,1,7303.71,0,0,7923.83,11.72
585,335,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.67,1,1,0,5120.12,4,0,5436.52,10.74
586,336,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,12.70,1,1,0,5791.99,4,0,6116.21,9.77
587,337,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,37,12.70,1,1,0,9749.02,36,0,10069.34,415.04
588,338,5,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,178,13.67,3,3,0,26807.62,113,0,27121.09,10.74
589,338,6,5,1,4,2,3,8,16,16,0.0195,0.5000,0.8000,0.3198,0,Sweep,38187,2669.92,4,4,0,33651.37,169,0,36621.09,11.72
590,338,7,6,4,2,3,3,9,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,305600,8005.86,0,0,0,11615.23,123,0,19925.78,11.72
591,338,8,7,3,4,3,3,10,16,16,0.0273,0.5000,0.5714,0.2780,1,Sweep-S1,181,25.39,9,9,0,39784.18,34,0,40118.16,10.74
592,339,9,7,5,2,2,3,10,16,16,0.0273,0.3333,0.2857,0.1708,0,Sweep,304800,8009.77,0,0,0,11538.09,122,0,19854.49,11.72
593,339,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,6120.12,4,0,6433.59,10.74
594,340,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,26.37,5,5,0,25446.29,12,0,25773.44,14.65
595,341,4,3,1,2,1,4,7,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,786,13916.02,1,0,1,7712.89,81,1,21933.59,10.74
596,341,5,4,2,2,1,4,8,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,819,19893.55,1,0,1,14614.26,114,1,34820.31,11.72
597,341,6,5,3,2,4,4,9,16,16,0.0195,1.0000,0.4000,0.3898,0,Sweep,270400,8004.88,0,0,0,9560.55,98,0,17868.16,11.72
598,341,7,6,3,3,3,4,10,16,16,0.0234,0.6000,0.5000,0.2917,0,Sweep,276800,8013.67,0,0,0,9948.24,103,0,18268.55,11.72
599,341,8,4,4,0,0,4,8,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,323000,8005.86,0,0,0,16509.77,158,0,24815.43,11.72
600,341,9,8,4,4,4,4,12,16,16,0.0313,0.5714,0.5000,0.2871,1,1B,65,67.38,1,0,1,6387.70,0,0,7071.29,12.70
601,342,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,307.62,9.77
602,343,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,750,3747.07,1,0,1,4397.46,45,1,8450.20,11.72
603,343,4,3,1,2,1,0,3,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,219,30.27,3,3,0,22887.70,66,0,23224.61,11.72
604,343,5,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,104,30.27,4,4,0,18439.45,31,0,18775.39,12.70
605,344,6,5,2,3,3,0,5,16,16,0.0195,0.7500,0.6000,0.3548,1,1A,3,15.63,1,1,0,3164.06,0,0,3795.90,12.70
606,345,7,6,4,2,2,0,6,16,16,0.0234,0.4000,0.3333,0.1984,0,Sweep,5451,416.99,4,4,0,34840.82,130,0,35568.36,12.70
607,345,8,6,3,3,4,0,6,16,16,0.0234,0.8000,0.5000,0.3517,0,Sweep,1133,89.84,4,4,0,25556.64,90,0,25954.10,12.70
608,345,9,7,6,1,2,0,7,16,16,0.0273,0.3333,0.1429,0.1422,0,Sweep,69769,5389.65,6,6,0,40266.60,128,0,45967.77,11.72
609,345,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,12.70
610,346,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,13.67,1,1,0,6070.31,18,0,6394.53,12.70
611,347,4,3,2,1,2,1,4,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,667,46.88,2,2,0,17771.48,82,0,18131.84,11.72
612,347,5,4,2,2,3,1,5,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,8963,723.63,3,3,0,26781.25,130,0,27818.36,12.70
613,347,6,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,762,11823.24,1,0,1,5490.23,57,1,17624.02,11.72
614,347,7,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,0,None,0,0.00,0,0,0,0.00,0,0,0.00,11.72
615,347,8,4,1,3,1,1,5,16,16,0.0156,0.3333,0.7500,0.2578,1,1B,1,15.63,1,0,1,5592.77,0,0,6219.73,12.70
616,348,9,6,3,3,2,1,7,16,16,0.0234,0.4000,0.5000,0.2317,1,1B,1,17.58,1,0,1,5347.66,0,0,5981.45,16.60
617,349,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5862.31,4,0,6179.69,8.79
618,350,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,311.52,9.77
619,351,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,770,14341.80,1,0,1,6138.67,65,1,20789.06,12.70
620,351,5,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,171,14.65,1,1,0,16066.41,98,0,16384.77,11.72
621,351,6,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S3,239400,8001.95,0,0,0,6218.75,61,0,14532.23,11.72
622,352,7,5,4,1,1,2,7,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,285600,8010.74,0,0,0,11367.19,115,0,19687.50,10.74
623,352,8,6,1,5,1,2,8,16,16,0.0234,0.2000,0.8333,0.2384,1,Sweep-S3,8936,616.21,6,6,0,37202.15,101,0,38120.12,9.77
624,353,9,6,4,2,3,2,8,16,16,0.0234,0.6000,0.3333,0.2584,1,Sweep-S1,5,13.67,1,0,1,5373.05,4,0,5688.48,11.72
625,354,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,305.66,11.72
626,355,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,6795.90,0,0,7420.90,10.74
627,356,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,170,26.37,5,5,0,36133.79,96,0,36465.82,10.74
628,356,5,4,1,3,2,3,7,16,16,0.0156,0.6667,0.7500,0.3578,1,Trivial,0,0.00,0,0,0,0.00,0,0,305.66,12.70
629,357,6,4,2,2,1,3,7,16,16,0.0156,0.3333,0.5000,0.2078,1,Sweep-S1,25,13.67,1,0,1,8724.61,24,0,9039.06,10.74
630,358,7,5,1,4,2,3,8,16,16,0.0195,0.5000,0.8000,0.3198,0,Sweep,243600,8029.30,0,0,0,8036.13,81,0,16375.98,11.72
631,358,8,7,5,2,2,3,10,16,16,0.0273,0.3333,0.2857,0.1708,0,Sweep,814,23671.88,1,0,1,14309.57,109,1,38284.18,11.72
632,358,9,7,2,5,3,3,10,16,16,0.0273,0.5000,0.7143,0.3065,1,Sweep-S1,5,12.70,1,0,1,7040.04,4,0,7362.31,13.67
633,359,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5606.45,4,0,5928.71,9.77
634,360,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,309.57,9.77
635,361,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,1145,85.94,6,6,0,29074.22,48,0,29466.80,10.74
636,362,5,4,2,2,1,4,8,16,16,0.0156,0.3333,0.5000,0.2078,1,1A,1610,113.28,3,3,0,16000.98,0,0,16729.49,11.72
637,363,6,5,3,2,3,4,9,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,276800,8001.95,0,0,0,10021.48,104,0,18328.13,11.72
638,363,7,5,5,0,0,4,9,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,802,13002.93,1,0,1,9203.13,97,1,22506.84,10.74
639,363,8,7,3,4,5,4,11,16,16,0.0273,0.8333,0.5714,0.3780,1,Sweep-S1,6,12.70,1,0,1,6604.49,5,0,6926.76,10.74
640,364,9,8,3,5,6,4,12,16,16,0.0313,0.8571,0.6250,0.3978,0,Sweep,886,9511.72,0,0,0,44154.30,173,0,53976.56,10.74
641,364,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,10.74
642,365,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.70,1,0,1,7051.76,0,0,7712.89,10.74
643,366,4,3,1,2,1,0,3,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,118,26.37,3,3,0,21050.78,92,0,21380.86,10.74
644,366,5,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,1,1B,1,13.67,1,0,1,6093.75,0,0,6713.87,10.74
645,367,6,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,766,7400.39,1,0,1,5961.91,61,1,13667.97,10.74
646,367,7,6,6,0,0,0,6,16,16,0.0234,0.0000,0.0000,0.0117,1,Sweep-S1,5,13.67,1,0,1,5395.51,4,0,5712.89,10.74
647,368,8,6,5,1,1,0,6,16,16,0.0234,0.2000,0.1667,0.1051,1,1B,1,12.70,1,0,1,6322.27,0,0,6955.08,11.72
648,369,9,8,6,2,1,0,8,16,16,0.0313,0.1429,0.2500,0.1085,0,1A,336576,8001.95,0,0,0,18430.66,182,0,26734.38,11.72
649,369,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,5872.07,4,0,6188.48,9.77
650,370,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,12.70,1,1,0,6025.39,4,0,6340.82,10.74
651,371,4,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,1,Sweep-S1,188,26.37,4,4,0,22260.74,50,0,22594.73,9.77
652,372,5,4,2,2,1,1,5,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,5269,361.33,5,5,0,35979.49,140,0,36644.53,14.65
653,372,6,5,3,2,4,1,6,16,16,0.0195,1.0000,0.4000,0.3898,1,Sweep-S1,33317,2388.67,5,5,0,25748.05,28,0,28445.31,9.77
654,373,7,6,3,3,5,1,7,16,16,0.0234,1.0000,0.5000,0.4117,0,1A,328050,8003.91,0,0,0,28198.24,289,0,36511.72,10.74
655,373,8,6,5,1,2,1,7,16,16,0.0234,0.4000,0.1667,0.1651,0,Sweep,172,307.62,3,0,3,35826.17,114,0,36435.55,10.74
656,373,9,7,3,4,3,1,8,16,16,0.0273,0.5000,0.5714,0.2780,1,1B,1,21.48,1,0,1,4357.42,0,0,4989.26,9.77
657,374,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,2,2,0,9338.87,4,0,9650.39,10.74
658,375,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,13.67,1,0,1,6901.37,0,0,7519.53,10.74
659,376,4,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,610,41.02,3,3,0,21483.40,88,0,21833.98,9.77
660,376,5,3,2,1,2,2,5,16,16,0.0117,1.0000,0.3333,0.3725,1,Sweep-S1,32782,2284.18,1,0,1,6442.38,5,0,9038.09,9.77
661,377,6,4,3,1,1,2,6,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,5,13.67,1,0,1,7631.84,4,0,7949.22,10.74
662,378,7,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,1,1B,1,13.67,1,0,1,5235.35,0,0,5870.12,10.74
663,379,8,5,1,4,2,2,7,16,16,0.0195,0.5000,0.8000,0.3198,0,Sweep,786,14719.73,1,0,1,10026.37,81,1,25046.88,10.74
664,379,9,4,1,3,2,2,6,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,253600,8003.91,0,0,0,6710.94,66,0,15027.34,10.74
665,379,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5136.72,4,0,5452.15,10.74
666,380,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,12.70,1,1,0,6238.28,18,0,6554.69,10.74
667,381,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,685,42.97,4,4,0,29371.09,98,0,29717.77,9.77
668,381,5,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,269200,8013.67,0,0,0,8728.52,91,0,17041.99,10.74
669,381,6,5,4,1,1,3,8,16,16,0.0195,0.2500,0.2000,0.1248,0,1A,303272,8000.98,0,0,0,15443.36,159,0,23752.93,10.74
670,381,7,6,4,2,1,3,9,16,16,0.0234,0.2000,0.3333,0.1384,0,Sweep,360600,8004.88,0,0,0,15596.68,161,0,23906.25,12.70
671,381,8,7,5,2,4,3,10,16,16,0.0273,0.6667,0.2857,0.2708,1,Sweep-S1,5,11.72,3,3,0,17601.56,4,0,17921.88,11.72
672,382,9,8,7,1,2,3,11,16,16,0.0313,0.2857,0.1250,0.1263,1,Sweep-S1,68,39.06,1,0,1,9897.46,3,0,10248.05,10.74
673,383,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
674,384,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,12.70,1,1,0,5963.87,18,0,6288.09,10.74
675,385,4,3,2,1,2,4,7,16,16,0.0117,1.0000,0.3333,0.3725,1,Sweep-S1,87,26.37,3,3,0,14673.83,13,0,15009.77,10.74
